ark:/12148/bpt6k128692k@Pelléas et Mélisande : [choix] / Claude Debussy, comp. ; Mme S. Berriau, S ; A Gaudin, BAR ; J. Beckmans, BAR ; accomp. d\'orchestre ; Albert Wolff, dir.@1940@musique dramatique vocale|@@Debussy, Claude (1862-1918). Compositeur \|Berriau, Simone (1896-1984). Soprano \|Gaudin, André (1902-1986). Baryton (voix) \|Beckmans, José (1897-1987). Baryton (voix) \|Wolff, Albert (1884-1970). Direction d\'orchestre \|@domaine public
ark:/12148/bpt6k1311080h@frePriere pour nos enemies [i.e. Prière pour nos ennemis] / Louis Payen, aut. ; Sarah Bernhardt, voix. La Marseillaise : military Band / [Rouget de Lisle], comp. ; Orchestre militaire@1944@enregistrement parlé|chanson francophone|musique instrumentale orchestrale|musique militaire, fanfare, débuchés|@@Payen, Louis (1875-1927). Auteur du texte \|Rouget de Lisle, Claude Joseph (1760-1836). Compositeur \|Bernhardt, Sarah (1844-1923). Voix parlée \|@domaine public
ark:/12148/bpt6k128178m@[Archives de la parole]. , [La campagne de Madagascar] : patois breton / [Ferdinand Brunot], [Charles Bruneau], collecteurs ; [François Le Duff, 34 ans, gendarme], voix@1912@Français -- Dialectes -- France -- Ardennes (France) -- Landrichamps (Ardennes) -- 1870-1914|Breton (langue) -- Dialectes -- France -- Ardennes (France)|Narration|récit de vie|@@Brunot, Ferdinand (1860-1938). Collecteur \|Bruneau, Charles (1883-1969). Collecteur. Transcripteur \|@domaine public
ark:/12148/bpt6k127324q@Sonate en ré mineur / J. S. Bach, comp.[non identifié] , O der rauhen Grausamkeit / Heinrich Albert, comp.@1948@musique baroque|musique instrumentale de chambre|musique vocale soliste|@@Bach, Johann Sebastian (1685-1750). Compositeur \|Albert, Heinrich (1604-1651). Auteur ou responsable intellectuel \|Ars rediviva (Paris). Ensemble instrumental \|Ars rediviva (Paris). Ensemble instrumental \|@domaine public
ark:/12148/bpt6k1311324x@Le Régiment de Sambre et Meuse : in french / [Robert] Planquette, comp. ; [Paul Cézano, par.] ; Enrico Caruso, ténor ; acc. d\'orchestre. Mia sposa sarà la mia bandiera : in italian / [Augusto] Rotoli, comp. et par. ; Enrico Caruso, ténor ; acc. d\'orchestre@19..@musique classique|@@Planquette, Robert (1848-1903). Compositeur \|Cézano, Paul. Parolier \|Rotoli, Augusto (1847-1904). Compositeur \|Caruso, Enrico (1873-1921). Ténor \|@domaine public
ark:/12148/bpt6k88222702@Boléro / Ravel, comp. ; orchestre des Solistes de Paris ; Louis Martin, dir.. Trois chansons de Don Quichotte à Dulcinée / Ravel, comp. ; Pierre Mollet, BAR ; orchestre des Solistes de Paris ; Louis Martin, dir.. Rapsodie espagnole... [etc.] / Ravel, comp. ; orchestre des Solistes de Paris ; Louis Martin, dir.@1961@musique instrumentale orchestrale|musique vocale soliste|@@Ravel, Maurice (1875-1937). Auteur ou responsable intellectuel \|Ravel, Maurice (1875-1937). Compositeur \|Ravel, Maurice (1875-1937). Compositeur \|Ravel, Maurice (1875-1937). Compositeur \|Ravel, Maurice (1875-1937). Compositeur \|Martin, Louis (1907-1978?). Direction d\'orchestre \|Mollet, Pierre (1920-2007). Baryton (voix) \|Les Solistes de Paris. Orchestre \|@conditions spécifiques d'utilisation
