ark:/12148/bpt6k1275653@Italian songs of the 17th and 18th Centuries / Monteverdi, Handel, Legrenzi... [et al.], comp. ; Ezio Pinza, B ; Fritz Kitzinger, p@194.@musique baroque@@domaine public
ark:/12148/bpt6k129063b@[Archives de la parole]. , Vaarsilden er kommen : [tiré de Skipper Worse] / Alexander Kielland, aut. ; Jean Poirot, éd. ; M. Ola Raknes, voix. Det dyre Brød : [poésie] / Nils Collett Vogt, aut. ; Jean Poirot, éd. ; M. Ola Raknes, voix@1921@littérature orale@@domaine public
ark:/12148/bpt6k1275216@2000 Jahre Musik auf der Schallplatte / Seikilos, Mesomèdes, Albertus Parisiensis... [et al.], comp. ; Curt Sachs, éd. ; Hans-Joachim Moser, B. Fränkel, chant ; Gregorianische Arbeitgemeinschaft der Staatlichen Akademie für Kirchen und Schulmusik, Berlin ... [et al.]@193.@musique classique@@domaine public
ark:/12148/bpt6k1296950@Irène / La Bruyère, aut. ; [Louis Weill, éd.]. Reproches de Dom Louis à Dom Juan / Molière, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129648d@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1297268@English lessons. English dialogues / [Louis Weill, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1295483@Siebzehnte Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1296547@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129544k@Dreizehnte Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1296458@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129751d@Les Vieux / Alphonse Daudet, aut. ; [Louis Weill, éd.] ; Louis Weill, voix parlée. Les trois hussards / G. Nadaud, aut. ; [Louis Weill, éd.] ; M. Alexandre, voix parlée@1927@enregistrement parlé@@domaine public
ark:/12148/bpt6k129549g@Achzehnte Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129556p@Fünf und zwanzigste Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129637p@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129639f@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129718p@Mort de Virginie / Bernardin de Saint-Pierre, aut. ; [Louis Weill, éd.]. Un paysan vendéen / Chateaubriand, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129699h@Lorsque l\'enfant paraît ; La fleur et le papillon ; Elle avait pris ce pli / V. Hugo, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129662t@Regenwetter / Halm, aut.. Barbarossa / Rückert, aut.. Frühlingsgruss... [etc.]. Heine, aut.@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129567d@Cours d\'allemand@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1297370@Le lièvre du Gascon ; Henri IV et le paysan / [Alf. Glahn, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129716x@Le savant / Berthelot, aut. ; [Louis Weill, éd.]. Le génie hébreu / Renan, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k1294838@"Pathelin et le berger. [Dis, agnelet... il m\'attrappe, je lui pardonne] : [Extrait de \\\""La farce de maître Pathelin\\\""]. Sermon sur la passion / O. Maillard, aut."@1912@enregistrement parlé@@domaine public
ark:/12148/bpt6k1296424@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129477f@Le chat, la belette et le petit lapin ; Le loup et l\'agneau ; Le laboureur et ses enfants / [Jean de] La Fontaine, aut.@1912@enregistrement parlé@@domaine public
ark:/12148/bpt6k129649s@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129486d@"Duel de Roland et d\'Olivier. A sa fenêtre se penche... j\'en ferai roi de France : [extrait de] \\\""La chanson de Roland\\\""]. Parsifal. Ce fut au temps qu\'arbres fleurissent... quoiqu\'il advienne j\'irai : [extrait de \\\""Perceval ou le Conte du Graal\\\""] / Chrestien de Troyes, aut."@1912@enregistrement parlé@@domaine public
ark:/12148/bpt6k129498h@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, ed.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129658r@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1297569@Leçons de français / [Louis Weill, éd.]@192.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129528d@Cours de solfège : nouvelle méthode perfectionnée rationnelle et progressive@1912@enregistrement parlé@@domaine public
ark:/12148/bpt6k1297281@English lessons. A list of strong verbs / [Louis Weill, éd.]@192.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1294940@"Les nez : [extrait de \\\""Cyrano de Bergerac\\\""] / Edmond Rostand, aut.. Le clairon / Paul Déroulède, aut."@1912@enregistrement parlé@@domaine public
ark:/12148/bpt6k129754j@Deutsche Lesestücke / [Louis Weill, éd.]@192.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129545z@Vierzehnte Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1296513@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1295614@Cours d\'allemand@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1296861@Les hirondelles ; Les souvenirs du peuple / Beranger, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129721c@English lessons. Fourteenth lesson / [Louis Weill, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1295046@Cours de français@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129688s@Sonnet pour Hélène / Ronsard, aut. ; [Louis Weill, éd.]. Stances à la marquise / Corneille, aut. ; [Louis Weill, éd.]. Rondeau / Charles d\'Orléans, aut.... [etc.] ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129550d@Neunzehnte Stunde@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1297200@English lessons. Sixth lesson / [Louis Weill, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k1295695@Cours d\'allemand@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129707z@Sonnet / Arvers, aut. ; [Louis Weill, éd.]. Fantaisie / Gérard de Nerval, aut. ; [Louis Weill, éd.]. L\'horloge / Baudelaire, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k129640c@Exercices pratiques d\'articulation et de diction / [Théodore Rosset, éd.]@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129666b@Erlkönig / Goethe, aut.. Die Teilung der Erde / Schiller, aut.@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129692v@La Voulzie / H. Moreau, aut. ; [Louis Weill, éd.]. La chute des feuilles / Millevoye, aut. ; [Louis Weill, éd.]@1922@enregistrement parlé@@domaine public
ark:/12148/bpt6k1295661@Cours d\'allemand@191.@enregistrement parlé@@domaine public
ark:/12148/bpt6k129542t@Elfte Stunde@191.@enregistrement parlé@@domaine public
